"","PDC016_MTG_P3WH10_001","PDC016_SSC_P4WA1_001","PDC026_MTG_P4WA3_001","PDC026_SSC_P4WA4_001","A019s12_MTG_P2WD10_001","A019s12_SSC_P2WE1_001","A319s11_MTG_P3WE2_001","A319s11_SSC_P3WE3_001","DPM13s19_MTG_P3WF9_001","DPM13s19_SSC_P3WF10_001","20130400_MTG_P1WH9_001","20130400_SSC_P1WH10_001","A048s13_MTG_P2WE9_001","A048s13_SSC_P2WE10_001","A064s13_MTG_P2WF8_001","A064s13_SSC_P2WF9_001","A301s10_MTG_P3WD9_001","A301s10_SSC_P3WD10_001","A127s11_MTG_P2WH3_001","A127s11_SSC_P2WH4_001","A053s11_MTG_P2WF5_001","A053s11_SSC_P2WF6_001","DPM13s42_MTG_P3WG2_001","DPM13s42_SSC_P3WG3_001","20131157_MTG_P2WA3_001","20131157_SSC_P2WA4_001","A051s14_MTG_P2WF2_001","A051s14_SSC_P2WF3_001","A096s14_MTG_P2WG7_001","A096s14_SSC_P2WG8_001","20141901_MTG_P2WA6_001","20141901_SSC_P2WA7_001","BC454s945_MTG_P3WF6_001","BC454s945_SSC_P3WF7_001","A282s14_MTG_P3WD4_001","A282s14_SSC_P3WD5_001","A402s14_MTG_P3WF1_001","A402s14_SSC_P3WF2_001","19920001_MTG_P1WA10_001","19920001_SSC_P1WB1_001","20050033_MTG_P1WF1_001","20050033_SSC_P1WF2_001","A248s10_MTG_P3WC2_001","A248s10_SSC_P3WC3_001","A153s12_MTG_P2WH8_001","A153s12_SSC_P2WH9_001","20050102_MTG_P1WF4_001","20050102_SSC_P1WF5_001","20030099_MTG_P1WE8_001","20030099_SSC_P1WE9_001","20060093_MTG_P1WF7_001","20060093_SSC_P1WF8_001","20060099_MTG_P1WF10_001","20060099_SSC_P1WG1_001","20110272_MTG_P1WG7_001","20110272_SSC_P1WG8_001","20110476_MTG_P1WG10_001","20110476_SSC_P1WH1_001","A187s96a_MTG_P3WB4_001","A187s96a_SSC_P3WB5_001","A013s03_MTG_P2WD7_001","A013s03_SSC_P2WD8_001","A029s04_MTG_P2WE6_001","A029s04_SSC_P2WE7_001","A166s04_MTG_P3WA7_001","A166s04_SSC_P3WA8_001","A074s05a_MTG_P2WG4_001","A074s05a_SSC_P2WG5_001","A210s05a_MTG_P3WB7_001","A210s05a_SSC_P3WB8_001","A329s10_MTG_P3WE5_001","A329s10_SSC_P3WE6_001","A253s12_MTG_P3WC4_001","A253s12_SSC_P3WC6_001","A277s12_MTG_P3WD1_001","A277s12_SSC_P3WD2_001","A272s15_MTG_P3WC8_001","A272s15_SSC_P3WC9_001","A354s16_MTG_P3WE8_001","A354s16_SSC_P3WE9_001","A115s17_MTG_P2WG10_001","A115s17_SSC_P2WH1_001","A163s17_MTG_P3WA4_001","A163s17_SSC_P3WA5_001","19950136_MTG_P1WD4_001","19950136_SSC_P1WD5_001","19960052_MTG_P1WD7_001","19960052_SSC_P1WD8_001","20150975_MTG_P2WB2_001","20150975_SSC_P2WB3_001","20152915_MTG_P2WB5_001","20152915_SSC_P2WB6_001","20174902_MTG_P2WB8_001","20174902_SSC_P2WB9_001","19891053_MTG_P1WA2_001","19891053_SSC_P1WA3_001","19920194_MTG_P1WB8_001","19920194_SSC_P1WB9_001","19920200_MTG_P1WC1_001","19920200_SSC_P1WC2_001","19950030_MTG_P1WD1_001","19950030_SSC_P1WD2_001","19980098_MTG_P1WE3_001","19980098_SSC_P1WE4_001","20185945_MTG_P2WC6_001","20185945_SSC_P2WC7_001","DPM16s44_MTG_P3WG5_001","DPM16s44_SSC_P3WG6_001","20196919_MTG_P2WD1_001","20196919_SSC_P2WD2_001","20196928_MTG_P2WD4_001","20196928_SSC_P2WD5_001"
"EEF1A1P5",555.736,530.077,650.139,666.593,633.167,684.589,567.201,505.935,657.074,599.412,460.755,777.933,791.558,513.308,692.361,646.517,1201.47,715.934,612.932,651.745,716.214,703.611,620.043,505.171,679.235,558.271,558.015,529.908,601.431,863.954,452.864,635.277,524.921,619.575,465.201,470.792,539.394,575.345,708.325,1017.8,584.674,514.266,558.395,642.401,496.77,719.354,652.929,525.934,481.788,506.04,520.828,564.625,511.151,608.528,510.146,479.404,461.697,551.096,718.992,746.01,763.747,536.874,468.341,601.991,940.533,902.473,836.407,657.147,629.96,478.966,530.124,510.928,610.05,513.619,645.116,616.445,630.292,606.83,667.893,441.45,726.292,639.824,670.955,832.283,578.093,646.397,763.639,648.339,626.938,611.355,639.007,537.028,843.456,451.091,642.233,484.434,615.387,546.689,587.812,616.46,801.851,579.685,504.855,548.503,643.846,641.044,521.101,568.64,1148.18,489.271,549.781,626.015
"YOD1",NA,11.3727,16.1556,NA,NA,NA,NA,NA,NA,NA,17.2583,NA,NA,NA,4.31223,NA,NA,NA,7.81605,NA,NA,NA,NA,NA,9.87184,15.4208,7.73013,NA,13.0237,NA,NA,10.0424,10.811,10.559,7.63813,NA,13.2443,18.4731,NA,NA,NA,NA,13.4063,NA,8.6754,7.98027,6.87437,11.977,NA,12.4301,14.0427,13.7824,NA,NA,8.18604,NA,11.0592,NA,17.7313,NA,12.0461,NA,11.1562,10.9831,NA,NA,7.36119,NA,NA,NA,11.5742,11.8745,8.00021,7.5054,NA,9.50136,NA,NA,NA,12.7143,12.435,10.2201,9.07212,NA,24.1935,12.1472,NA,NA,NA,NA,NA,NA,NA,NA,5.93083,6.52351,NA,NA,NA,9.31435,7.9499,NA,NA,NA,NA,13.4617,NA,NA,NA,NA,NA,10.8519
"SNX30",42.4162,33.589,33.4445,33.8003,24.588,36.5458,30.9524,25.8131,35.6724,23.9574,23.5513,32.523,22.9197,30.2273,35.8424,28.7624,22.0683,35.9661,33.689,31.968,32.4449,30.8457,38.2782,31.9431,40.1166,27.7906,34.18,33.6293,32.723,25.0002,39.1718,36.5484,32.2384,36.8605,22.534,24.9241,25.9919,26.3745,31.2502,37.6577,35.7585,29.7598,36.2334,18.7016,26.8478,41.0431,31.5561,25.4139,36.4115,32.0707,33.2352,34.0476,41.3182,30.778,43.2033,29.1951,31.8601,34.9641,23.384,30.8502,42.9164,39.7759,41.1359,41.7979,28.7721,42.7438,28.8769,35.8717,29.1139,28.9139,31.441,28.8346,32.2363,30.0296,42.3218,26.2534,26.1531,26.6678,21.3148,15.8911,35.439,29.6326,30.3842,31.9171,33.4245,25.5133,30.6473,34.794,29.9176,33.6885,37.4751,41.713,37.3632,30.5467,31.8037,30.7555,34.7089,25.1173,38.2458,31.2707,37.3143,28.2444,31.9089,25.6266,39.9029,36.1814,19.9079,25.8101,18.9571,29.4714,34.5751,29.6996
"LYPLAL1",24.8183,32.2249,33.2637,29.7,29.5366,34.2676,30.0197,24.3473,37.8838,45.4756,25.7787,35.352,49.9521,NA,13.7043,21.3012,42.3983,28.0291,26.598,23.9067,32.2309,28.0778,35.6287,36.0898,22.8988,20.3426,23.833,31.7688,29.3985,46.6979,19.9196,24.7915,16.8059,20.1941,22.139,33.8806,16.8328,21.6102,22.4531,30.7838,20.5859,24.6183,16.8464,33.5825,36.141,42.6503,17.4701,32.9645,18.2538,26.7444,33.325,34.5924,24.4059,18.5799,29.7072,38.5721,12.5078,23.846,28.8175,25.0505,35.7196,28.3529,31.9814,39.6034,40.2924,40.0355,44.9741,37.8934,32.6757,29.4807,32.1881,25.3357,27.8794,22.7114,21.5289,22.2726,34.2075,25.0057,31.7457,17.1964,30.8496,32.4409,34.5022,21.3291,24.206,19.9784,27.6697,36.3841,25.1259,25.3244,21.6341,35.2552,37.8699,29.5343,23.1492,26.2852,20.8642,17.1521,22.9636,33.832,40.6707,24.9201,29.1269,11.3359,30.3683,22.68,31.314,25.3863,44.177,34.5222,29.744,28.804
"ECPAS",13.3998,NA,NA,9.33934,NA,13.7449,NA,7.32827,6.8279,NA,NA,9.34452,NA,NA,NA,8.1211,NA,NA,NA,NA,NA,NA,13.9561,NA,12.134,NA,NA,NA,NA,NA,21.4906,16.4298,NA,NA,NA,9.57972,NA,NA,NA,8.9275,NA,NA,10.6436,NA,15.0406,6.62644,NA,NA,12.7935,8.7502,8.86323,7.79791,12.2872,NA,6.57671,16.8664,NA,NA,3.94499,15.7772,8.2676,NA,NA,10.8401,NA,5.35752,24.7562,NA,17.6682,NA,NA,NA,NA,NA,NA,NA,NA,13.0177,NA,NA,14.9804,10.0106,NA,NA,NA,NA,NA,NA,NA,NA,19.7472,12.9181,NA,NA,NA,14.5815,NA,2.24893,10.2824,8.16101,NA,5.22664,NA,NA,11.364,13.0518,NA,NA,NA,NA,4.53462,10.0826
"JAKMIP3",16.5518,NA,19.7283,22.7709,17.9301,NA,NA,32.7435,25.5355,NA,NA,38.1558,23.9151,NA,NA,18.5094,NA,NA,28.562,NA,24.3662,NA,28.229,NA,NA,29.9222,NA,NA,NA,NA,38.1099,26.6155,NA,17.2613,NA,23.1006,NA,21.0214,35.8147,23.2902,27.5313,19.3795,NA,NA,26.5309,25.4501,NA,13.0294,25.7997,33.9399,NA,NA,32.7022,29.1783,25.7051,30.5043,23.5559,35.4451,NA,NA,20.907,NA,NA,26.2252,NA,18.7083,37.7086,26.2339,17.7544,NA,34.307,NA,32.2837,19.778,NA,30.439,NA,27.8716,49.1238,NA,29.8573,32.0477,NA,NA,NA,NA,32.4599,31.1441,NA,NA,43.8958,24.7885,NA,35.3514,23.1402,19.4936,22.8327,23.421,25.1757,21.678,NA,NA,NA,17.0508,28.3355,23.574,NA,31.7198,24.1002,NA,27.3091,NA
"MBNL1;MBNL2",23.7884,29.2528,22.3298,34.4095,20.8868,28.6275,31.9295,23.7074,23.2826,32.4967,15.3032,38.1171,27.0852,NA,22.1538,35.1646,35.1164,23.8198,28.8403,30.0645,29.9408,32.5152,34.159,20.0102,27.6179,43.4788,32.3128,28.171,28.5246,45.1945,26.551,34.7589,26.2785,20.7674,26.6485,26.7348,31.8616,21.1309,26.8202,24.4655,29.0231,38.7971,18.5528,28.3777,30.1544,33.729,31.9439,27.3039,25.295,26.3617,23.1381,33.1001,26.0235,40.8454,36.2865,28.8809,26.7673,29.2815,28.8484,21.3205,29.6304,23.0285,28.2237,34.0402,29.6256,34.8347,31.5491,35.9321,24.8223,33.9132,24.7152,28.9336,25.052,26.3804,32.9014,31.5474,17.0993,37.4139,28.1435,27.22,30.8422,26.7099,21.0186,20.7954,28.2125,30.0865,30.6499,28.0848,22.5956,33.6294,30.9358,30.7569,44.4095,37.2763,21.2011,22.9298,28.2202,26.4356,27.5963,36.1015,26.6101,35.2285,28.9066,29.499,30.968,35.3658,NA,36.3629,32.3577,27.4105,24.0463,30.8324
"MICOS13",99.5764,73.6807,59.1656,73.2788,80.09,79.5978,71.8784,79.4798,70.3946,77.2971,54.2079,63.3934,74.9862,61.7425,75.3379,81.4969,72.4616,85.5176,60.7385,55.5724,70.1845,61.4814,76.0975,68.6178,84.1817,69.0546,50.1868,74.1385,78.8537,48.7017,68.634,83.7109,78.325,77.4569,80.6772,83.4879,70.1246,72.05,67.5051,73.914,81.5267,96.3022,75.7361,75.6977,76.5702,88.8772,69.5142,91.5837,59.595,85.9749,69.6662,96.0944,64.2237,82.207,93.076,90.534,59.232,81.9829,82.753,52.4079,58.2066,55.2338,68.3633,71.0028,62.1212,66.5523,59.7978,81.3941,79.1895,93.1017,79.385,69.652,57.1066,60.2089,77.3474,84.235,42.3641,77.941,77.5461,75.4332,59.6649,60.5989,84.6017,83.5832,57.9206,98.3997,68.3864,80.1096,71.5715,82.3851,88.5795,81.4107,62.9472,68.1076,80.7107,81.6161,75.4462,68.6084,59.5265,83.8457,75.3391,83.6948,77.8991,64.0044,83.0712,72.9529,75.8169,64.1133,65.9802,62.3485,52.2783,72.2036
"PLCXD3",45.2503,41.8385,41.4412,48.5192,51.26,30.8617,34.7675,NA,52.8874,35.3427,30.0218,25.2137,81.9736,NA,45.0561,42.0744,61.7888,42.8531,46.973,33.1693,38.275,39.3538,43.6486,25.8443,30.7688,NA,40.4636,45.6041,46.2487,34.059,30.8892,47.9386,38.2923,42.5049,28.7521,34.9328,46.2587,62.8883,56.2073,46.9618,38.284,32.056,48.3454,49.827,53.3305,27.6667,NA,34.1355,NA,44.2464,50.7365,58.333,34.3596,31.1386,38.0642,21.7914,45.9202,38.5812,NA,NA,52.7793,32.9984,33.9133,36.8419,39.6113,61.668,39.0202,74.7945,62.5177,22.2468,56.5863,NA,55.4178,41.3147,39.1379,NA,70.4422,37.6304,NA,37.2289,42.381,23.0832,58.6089,53.3631,50.2302,30.0929,34.6338,44.187,41.3009,32.8357,37.0846,40.498,47.3169,NA,NA,52.1475,73.9022,NA,42.9359,34.0648,43.6427,39.3295,43.5556,23.2306,40.857,32.2852,30.0997,37.0846,56.2295,47.8101,38.1205,52.58
"WASHC2A;WASHC2C",15.0349,19.9764,23.8363,19.1906,15.3984,NA,12.5978,21.5261,14.511,NA,29.5752,25.4999,15.6276,NA,NA,21.5071,34.0154,28.0816,30.8573,17.9532,10.675,NA,20.4816,16.9913,21.7737,30.9309,10.6432,17.7685,15.2448,20.4426,NA,13.5247,24.2346,25.2639,NA,16.976,NA,27.2521,19.6879,18.732,16.6707,14.4479,15.6437,11.4061,16.0756,16.5331,27.4098,23.964,14.6806,12.0207,15.5611,15.8808,14.8326,14.2242,9.52567,NA,17.4027,19.8856,NA,13.0541,18.2454,20.3963,14.4333,27.3506,33.2835,NA,18.9814,NA,NA,12.7135,12.5242,20.4231,18.9696,18.7049,20.1373,18.7101,19.5055,24.6016,24.8026,NA,24.3346,18.4407,NA,NA,NA,22.2668,21.0573,18.4419,NA,18.0888,NA,17.5029,14.1929,NA,13.9317,NA,21.7324,NA,31.4452,23.3794,27.0016,NA,15.6912,16.4402,20.2737,16.8531,20.0245,33.8503,22.1534,19.9502,8.83931,NA
"TBC1D9B",NA,26.1207,NA,27.7969,19.4995,20.8275,28.0243,16.3927,20.8258,NA,NA,29.3762,27.9601,NA,NA,26.2736,27.8617,NA,15.5066,15.2076,24.4681,21.5883,20.2212,16.0809,25.4239,NA,16.9748,20.5571,20.7395,NA,NA,24.1179,NA,NA,21.7143,19.2441,NA,NA,27.7986,NA,21.5317,16.8697,25.4295,NA,NA,26.8568,NA,NA,NA,24.9227,NA,21.6377,18.5874,25.8121,15.7386,22.5636,NA,NA,23.5587,NA,16.4428,NA,21.3923,24.1354,17.3122,NA,22.0488,24.987,NA,NA,18.1713,20.9768,19.3797,NA,8.39367,NA,NA,20.6761,24.8178,NA,NA,NA,18.5618,NA,9.59179,9.82798,30.584,NA,22.1742,26.7452,17.6764,24.751,17.2726,30.5628,6.66478,21.5907,20.6087,18.9446,NA,NA,24.4786,23.2911,22.5705,NA,25.4036,27.2659,NA,NA,25.6591,21.8823,NA,18.9519
"MAP1S",66.4192,46.1327,54.5737,49.5556,47.7469,65.1809,62.8203,51.3338,65.7282,55.4439,58.7672,52.8471,62.04,27.3895,62.9502,51.4106,66.8176,56.6903,48.5065,59.9486,61.1583,55.6027,64.0336,68.1824,51.8831,47.3013,57.6422,64.077,54.1137,50.7201,54.9953,57.3246,61.4601,52.1487,64.9112,51.5092,49.7794,51.2935,54.2396,50.5168,53.2999,46.7048,62.1167,58.2835,60.1385,58.7658,63.916,52.343,45.9042,41.9605,56.6041,57.2479,58.9557,46.8746,59.3637,47.882,52.2278,44.2663,65.635,46.1026,62.0304,65.2324,51.2741,53.3431,51.6742,48.2976,58.6073,52.4288,55.7073,38.1144,59.0873,51.2846,57.3856,63.754,55.4279,48.7109,66.9671,63.181,58.452,44.6409,74.3071,56.5405,56.9771,44.3266,56.4497,56.1095,57.8168,52.1807,52.8537,58.3875,48.0555,60.8666,62.3296,39.4789,67.387,55.1147,55.7343,58.6095,62.048,53.1685,66.2385,55.6441,50.5648,39.7392,63.1321,53.3218,52.737,63.1418,55.5192,36.087,63.0257,43.3865
"PPP2R2D",18.2777,29.7291,37.8638,26.666,25.6544,27.229,17.3317,20.1942,27.3541,17.0505,27.9402,27.7405,15.3376,NA,24.373,16.8855,19.763,26.7365,35.4084,28.1239,24.904,25.9456,17.6977,16.7509,27.373,22.9503,19.7732,24.4904,24.6187,32.0449,25.6516,24.8757,24.7817,18.78,19.3012,23.3876,25.9509,21.6149,27.4337,18.6807,21.1894,23.2944,20.0303,39.939,17.9885,28.2187,26.9678,20.6575,25.1151,37.0321,26.3202,26.7795,15.7075,28.5854,25.8443,26.7798,28.122,25.6698,17.956,NA,20.8375,21.3161,29.2273,30.4381,21.4764,25.1845,33.9538,27.7309,28.8481,24.2785,24.3933,19.0743,39.7579,24.6571,26.866,21.0392,NA,32.0065,14.3833,21.6677,28.0295,24.4064,32.7034,15.8531,17.9879,22.6704,30.8994,35.937,27.6861,12.1339,30.3425,32.3481,26.141,20.9308,34.382,30.2721,28.7898,14.9657,18.9587,21.2029,18.2509,20.1168,23.3651,18.0627,26.7304,20.8139,31.5767,NA,37.6542,23.1661,29.5551,27.9825
"KAZN",NA,25.6271,29.2067,23.1288,NA,15.541,15.9326,NA,16.1622,19.7559,13.1063,18.9175,NA,NA,NA,15.1094,14.194,13.8137,11.9686,17.6891,16.3335,19.8772,16.2116,13.1329,14.6684,19.6981,26.1419,14.9858,13.9655,NA,11.2952,20.1323,20.7405,18.9407,12.7736,24.5897,11.7676,22.1609,16.8064,15.2096,13.0562,19.5927,15.8889,NA,9.89835,NA,25.4287,30.1413,NA,17.2333,23.373,21.1529,13.2157,28.2359,20.7529,28.0669,23.2729,19.826,NA,21.5455,17.9219,17.5159,19.5461,21.5431,18.0146,14.0992,16.2233,25.3441,NA,13.6832,20.4003,22.0286,NA,12.6388,13.5297,11.2881,NA,25.0104,14.9129,22.1154,24.1013,25.6824,20.5943,16.8166,14.5472,19.933,16.611,14.553,14.2855,18.8259,NA,20.7801,18.4089,22.6971,18.312,22.0233,7.98368,23.7283,NA,25.6287,16.1887,18.3084,16.549,19.1848,21.3074,20.6772,NA,25.3064,9.06353,11.3693,17.5018,13.7219
"RAP1GAP2",46.9389,40.7493,43.5966,40.8656,43.3809,47.6735,35.2099,43.3242,37.7071,43.0591,44.4873,45.9913,29.0424,23.8079,42.4798,37.5608,43.6564,48.2569,50.5185,49.0302,46.9359,39.2355,47.9584,43.4861,46.7262,41.7375,49.6539,45.5228,45.36,44.4347,42.5644,42.5737,54.4663,58.0411,50.3187,45.3231,42.6065,56.9626,38.1084,34.3809,39.572,41.622,45.2174,53.3788,42.3023,40.3063,48.263,40.6481,47.3129,41.4284,43.5782,47.2849,43.3602,38.0892,55.5102,28.4882,45.7952,43.8929,34.4282,35.5075,48.942,40.5758,40.7712,35.9867,38.6598,22.4663,37.5576,34.5325,36.2063,31.3532,38.5085,46.6025,44.4686,41.8276,70.4514,36.2114,31.7422,42.3049,41.1639,24.766,51.5716,44.3176,40.4972,26.8628,44.2256,32.5724,37.8578,32.3731,58.677,45.0599,31.4937,41.4906,36.7742,37.0377,48.821,34.3048,51.7957,38.2228,50.0991,46.1206,40.9007,33.2107,46.2487,31.2148,47.344,41.1819,34.5306,34.3859,24.0599,41.816,45.989,37.6833
"TNS3",NA,47.5379,NA,NA,49.2036,NA,NA,NA,35.8064,67.9363,NA,NA,62.1564,NA,NA,NA,63.1793,NA,NA,28.0794,28.5968,46.1908,NA,NA,49.3483,41.895,69.4046,55.3364,NA,NA,NA,50.0612,NA,40.1675,NA,NA,NA,59.9138,50.6121,103.243,33.9658,NA,NA,67.7087,NA,NA,44.0236,31.3475,NA,55.6375,48.3987,46.7411,NA,54.178,40.0459,NA,43.5437,NA,NA,NA,52.8568,38.5936,NA,NA,NA,50.7889,46.299,41.942,NA,NA,69.2946,NA,NA,NA,NA,59.0733,105.044,56.3895,NA,NA,NA,NA,NA,NA,NA,49.1135,52.8796,43.4481,NA,21.1273,62.4435,53.9765,59.0168,NA,NA,NA,NA,NA,45.241,42.6575,51.876,NA,52.8577,NA,59.9689,50.7379,NA,NA,60.4085,47.4553,NA,39.9726
"MBLAC2",86.3174,77.3156,67.7082,82.9912,85.4962,92.3299,84.2361,83.0263,73.4076,82.3307,70.1962,84.5588,84.9572,130.164,122.244,79.3655,89.9123,83.2954,73.2034,66.9624,83.4491,83.5786,88.9436,83.9232,92.8675,74.2466,78.9781,83.1864,78.0102,79.2315,99.1788,82.4428,89.4973,67.5968,74.8681,78.4561,53.7203,80.9233,97.231,96.0233,106.903,79.8685,99.0217,78.8123,79.8631,103.739,83.995,81.6076,98.6584,76.5151,91.0935,89.7166,81.3048,61.6203,94.6124,78.1977,81.3012,63.7566,89.3895,73.7996,100.669,72.9397,123.417,89.2925,110.223,77.4634,93.6698,95.2146,94.7902,88.5444,81.9479,82.4984,100.146,79.0501,82.3297,67.7403,100.769,87.1536,78.1826,51.1491,76.6387,78.5016,89.9539,67.3972,72.7386,71.4347,103.586,83.391,97.044,73.018,114.799,88.1143,85.8859,74.1818,99.7063,85.6289,93.236,60.064,88.0814,79.7908,102.825,75.9037,101.259,45.0778,99.0183,76.9866,87.0839,65.6437,76.1795,80.8158,99.477,78.711
"KCTD16",59.4395,36.3071,39.5189,34.6429,50.0848,31.9995,36.8087,27.891,66.6554,39.2272,44.4792,33.3758,39.8666,NA,44.0291,32.4843,39.7774,28.4124,45.3745,36.3977,43.8477,42.4509,46.1905,41.3698,45.8945,34.3011,42.5878,43.7298,50.7441,28.9827,41.903,45.3096,43.2765,45.4663,54.1804,41.0926,62.0948,47.0188,51.3822,50.8531,55.1078,35.4371,48.1801,41.3961,39.7708,43.4676,32.0023,34.0839,50.8454,36.5813,46.2786,45.9353,43.407,35.8646,45.8044,34.1866,58.0585,37.8663,29.1005,11.84,46.8243,26.4805,48.8696,48.5113,35.3341,28.2812,36.4569,41.5638,38.6268,35.3357,44.2756,43.6444,45.7103,38.6933,54.8006,37.2685,42.0669,39.7955,35.2234,33.5802,37.5526,44.0209,48.4075,26.9894,47.9891,37.3983,55.1336,40.9161,44.5165,25.7986,40.0773,46.8436,56.9445,29.5503,43.162,36.8175,53.4235,38.4729,43.1617,37.3221,45.5326,38.864,48.5204,27.2171,52.0278,47.509,43.3759,35.8492,31.7313,39.397,44.6445,41.6017
"STUM",6.68867,NA,20.7826,12.9419,37.0719,15.2944,13.4911,NA,3.92435,32.6856,22.4558,14.6879,49.5964,NA,38.2056,10.3847,27.5844,NA,37.0058,2.56643,23.3389,8.77401,35.0236,20.5485,27.2616,7.04374,38.4078,23.4733,19.1853,31.1428,32.2113,NA,45.9774,15.7546,22.3189,20.65,12.4302,31.3643,20.4799,20.0651,47.4661,9.02081,50.0138,NA,15.8292,18.0605,20.5266,NA,33.7077,16.0007,18.5004,NA,42.3556,NA,20.7083,NA,21.6838,NA,17.6399,23.0937,27.6175,30.5789,48.4516,17.8871,29.649,NA,26.2062,17.2831,56.5653,NA,32.1808,14.6696,50.5948,22.1406,12.2389,NA,24.7485,9.98299,35.0296,NA,21.3082,32.6089,32.0189,NA,19.1741,NA,30.3873,NA,39.4767,NA,49.2898,26.6292,27.7423,NA,31.6432,16.1571,29.3524,NA,23.0712,13.3449,28.8803,NA,51.3554,NA,28.3604,13.1791,26.9313,2.72429,52.0898,18.7648,46.2893,NA
"CYB5R2",6.38433,33.5562,45.2555,44.6424,37.9782,39.6417,25.2854,50.8515,22.5595,29.5235,23.5158,26.4802,38.2669,NA,32.6867,38.1189,36.6885,33.6839,43.6917,38.4264,29.288,21.3564,46.5805,45.6565,19.7251,26.9368,37.6597,31.4772,44.8876,68.242,26.6766,33.2167,NA,34.1573,50.1252,26.2075,29.6006,34.9291,40.3745,NA,21.0049,43.0184,31.4918,59.292,33.5968,42.3668,58.5455,42.2797,28.7908,29.2429,28.5698,20.555,25.1769,53.8281,21.4379,30.4796,36.3004,61.8771,39.4032,89.5711,21.9601,34.9643,28.1371,23.1446,49.8956,54.7138,40.1598,27.2503,19.3779,39.0938,28.3288,56.0452,42.3521,45.541,36.6595,42.7601,NA,34.5637,41.635,31.77,55.2246,44.6403,42.2235,52.4197,32.7646,50.9052,30.4134,43.1678,22.7375,47.1506,24.3762,39.522,43.2583,41.0851,18.647,30.4084,27.5883,23.4258,43.9787,34.7454,58.2761,55.4084,19.4785,28.8204,55.0708,39.576,27.232,48.0077,27.9301,27.3951,46.4418,44.6503
"H2BC19P;H2BC20P",618.949,1122.33,1396.87,828.798,1134.7,1305.95,864.538,856.107,1268.39,1099.13,866.3,874.955,1645.39,783.537,1174.67,1113.15,2794.38,1138.42,732.858,1079.87,864.941,813.976,1218.86,1022.68,864.715,1038.15,903.007,930.794,1139.41,2103.63,636.515,1273.6,608.496,1095.47,1336,865.724,978.049,1128.46,1118.14,1762.62,958.727,1264.14,1010.38,1000,1000.42,1446.41,1328.16,842.996,498.405,484.37,658.673,1222,622.369,1010,738.619,1065.49,768.669,882.856,1621.09,1589.08,1386.76,1369.49,837.228,890.16,1984.07,1830.38,1818.77,763.868,1229.43,949.015,878.904,914.281,829.377,1068.99,1275.95,1093.14,1319.22,1116.02,1348.74,1222.26,1847.81,860.681,1060.71,1542.1,1176.19,1192.9,1246,881.307,777.853,993.659,1134.88,814.462,1784.08,834.284,1230.25,862.177,749.211,810.534,1169.01,630.151,1109.68,980.736,735.948,1207.15,1480,1410.28,755.637,1157.13,1363.95,616.805,801.031,1005.02
"IQSEC1",215.644,205.521,164.17,238.191,197.422,222.533,186.429,151.812,216.081,212.5,115.103,220.679,188.483,190.233,214.702,200.884,182.002,199.938,183.282,170.337,205.567,197.305,219.201,222.924,226.856,198.703,212.756,222.32,218.042,202.297,224.477,206.3,213.235,175.006,188.098,213.027,168.093,194.802,205.251,190.253,236.787,184.631,216.583,206.751,227.718,228.462,160.876,189.825,224.152,214.994,220.476,211.431,232.069,217.779,215.411,198.167,189.06,172.876,164.578,165.588,213.862,177.069,161.374,184.672,157.364,140.22,213.681,201.651,217.698,204.392,210.826,180.009,244.522,219.598,181.956,169.408,172.027,196.301,165.72,96.8781,213.042,197.173,210.768,186.858,175.615,200.404,200.659,181.126,234.917,211.363,208.881,222.118,193.009,154.234,192.806,185.108,210.464,150.782,212.376,207.873,211.157,198.915,209.703,139.667,214.647,208.874,205.578,178.359,164.254,230.663,230.384,204.555
"CARMIL2",9.4429,17.5945,8.63874,9.70724,15.841,8.37547,15.0391,13.9755,7.24175,NA,23.2459,11.2375,NA,NA,16.4921,23.867,NA,20.0536,16.4001,19.3652,23.4915,14.7011,12.4339,24.3674,15.6232,15.0232,18.2746,16.5331,16.2066,NA,14.58,11.1967,12.9434,10.2934,15.8699,13.0405,14.6396,17.3675,10.3873,7.49938,20.987,16.7264,9.75239,NA,10.8371,NA,16.9366,NA,17.262,12.6921,18.0742,17.4812,16.4005,17.1293,10.7449,9.96019,21.2474,11.0604,14.0866,10.2284,9.26981,14.5558,24.5207,14.5554,NA,NA,NA,12.1809,NA,12.8936,20.3721,15.5244,14.2013,10.8645,20.2283,14.0297,NA,8.67283,NA,NA,16.7953,15.0774,NA,12.6161,21.4973,18.2341,10.0084,11.0343,19.1985,16.4897,11.4375,16.4448,NA,22.1572,14.7305,17.319,21.4868,11.5026,16.9625,13.078,10.4079,12.922,21.3625,13.0241,18.5255,21.4492,8.86949,NA,7.918,8.32672,12.4456,7.94102
